Order ID,Order Date,Customer ID,Customer Name,Product Name,Product Category,Sub Category,Region,State,City,Sales,Profit,Quantity,Discount,Shipping Cost,Payment Mode,Segment,Year,YearMonth,Latitude,Longitude
ORD-104769,2023-08-28,CUS-00807,Sandra Wilson,Whiteboard Markers Set,Office Supplies,Art,East,New York,Buffalo,35.83,6.55,4,0.15,20.18,Cash,Home Office,2023,2023-08,42.8864,-78.8784
ORD-100083,2023-08-28,CUS-00797,Amanda Moore,Bookshelf 5-Tier,Furniture,Bookcases,East,Pennsylvania,Pittsburgh,173.28,43.64,1,0.05,13.95,Online,Corporate,2023,2023-08,40.4406,-79.9959
ORD-102785,2023-08-29,CUS-00354,Michael Hill,Smartphone Case Premium,Technology,Phones,West,Colorado,Denver,23.35,7.09,1,0.1,10.43,Cash,Corporate,2023,2023-08,39.7392,-104.9903
ORD-104117,2023-08-29,CUS-00476,Linda Thompson,Whiteboard Markers Set,Office Supplies,Art,West,Arizona,Phoenix,20.48,4.33,2,0.05,12.21,Cash,Consumer,2023,2023-08,33.4484,-112.074
ORD-103558,2023-08-29,CUS-00339,Edward Torres,Lounge Chair Leather,Furniture,Chairs,Central,Michigan,Detroit,3842.25,909.02,5,0.0,37.48,UPI,Corporate,2023,2023-08,42.3314,-83.0458
ORD-101776,2023-08-29,CUS-00337,Linda Jackson,Ballpoint Pens Pack 12,Office Supplies,Art,Central,Texas,Dallas,12.87,1.18,2,0.0,14.29,Online,Consumer,2023,2023-08,32.7767,-96.797
ORD-103190,2023-08-29,CUS-00151,Stephanie Scott,Bluetooth Headphones,Technology,Accessories,East,Georgia,Atlanta,124.68,24.42,1,0.1,15.73,Online,Home Office,2023,2023-08,33.749,-84.388
ORD-104610,2023-08-29,CUS-00787,Sandra Jones,Envelopes Box 100,Office Supplies,Envelopes,East,Florida,Miami,8.77,-0.82,1,0.25,10.1,Credit Card,Corporate,2023,2023-08,25.7617,-80.1918
ORD-103606,2023-08-30,CUS-00435,Nancy Parker,Sofa Sectional Gray,Furniture,Furnishings,West,California,Los Angeles,6440.62,1013.81,8,0.15,47.69,Online,Consumer,2023,2023-08,34.0522,-118.2437
ORD-103562,2023-08-30,CUS-00280,Jeffrey Garcia,Binders Pack of 5,Office Supplies,Binders,Central,Indiana,Indianapolis,25.1,6.17,2,0.0,12.48,Credit Card,Corporate,2023,2023-08,39.7684,-86.1581
ORD-104206,2023-08-30,CUS-00804,Amy Diaz,Bookshelf 5-Tier,Furniture,Bookcases,West,Colorado,Denver,786.61,227.91,4,0.0,23.06,Credit Card,Consumer,2023,2023-08,39.7392,-104.9903
ORD-104611,2023-08-30,CUS-00754,Shirley Lee,External SSD 1TB,Technology,Accessories,Central,Illinois,Chicago,180.68,26.1,2,0.3,18.34,UPI,Corporate,2023,2023-08,41.8781,-87.6298
ORD-102842,2023-08-31,CUS-00670,Anna Harris,Sticky Notes Assorted,Office Supplies,Labels,West,California,Los Angeles,5.91,-1.12,1,0.0,11.63,Credit Card,Home Office,2023,2023-08,34.0522,-118.2437
ORD-104608,2023-08-31,CUS-00010,Christopher Hall,Smart Watch Series X,Technology,Phones,East,Virginia,Richmond,462.32,53.12,2,0.2,19.95,Online,Consumer,2023,2023-08,37.5407,-77.436
ORD-104418,2023-08-31,CUS-00582,Patricia Mitchell,Conference Table 8-Seat,Furniture,Tables,West,Colorado,Denver,1127.22,220.78,1,0.1,45.53,Credit Card,Consumer,2023,2023-08,39.7392,-104.9903
ORD-104379,2023-08-31,CUS-00510,Edward White,Guest Chair Mesh,Furniture,Chairs,West,California,Sacramento,235.84,50.55,2,0.05,17.29,Online,Corporate,2023,2023-08,38.5816,-121.4944
ORD-101115,2023-08-31,CUS-00634,Susan Ramirez,Bookshelf 5-Tier,Furniture,Bookcases,West,California,Sacramento,1470.82,372.46,8,0.1,28.43,Credit Card,Consumer,2023,2023-08,38.5816,-121.4944
ORD-103472,2023-08-31,CUS-00357,Steven Baker,Sticky Notes Assorted,Office Supplies,Labels,East,Pennsylvania,Philadelphia,5.96,-1.64,1,0.0,13.19,Debit Card,Corporate,2023,2023-08,39.9526,-75.1652
ORD-104405,2023-09-01,CUS-00026,Brenda Anderson,Coffee Table Glass,Furniture,Tables,Central,Texas,Houston,289.07,78.78,1,0.0,14.42,Credit Card,Corporate,2023,2023-09,29.7604,-95.3698
ORD-104172,2023-09-01,CUS-00223,Paul Flores,Tablet 10-inch,Technology,Computers,East,Georgia,Atlanta,298.77,35.63,1,0.2,17.72,UPI,Corporate,2023,2023-09,33.749,-84.388
ORD-100862,2023-09-01,CUS-00404,Eric Martin,Webcam HD 1080p,Technology,Accessories,Central,Illinois,Springfield,68.98,14.73,1,0.15,11.14,Credit Card,Consumer,2023,2023-09,39.7817,-89.6501
ORD-102847,2023-09-01,CUS-00538,Charles Jackson,Stapler Heavy Duty,Office Supplies,Fasteners,East,Virginia,Richmond,27.09,4.23,2,0.1,15.77,Debit Card,Consumer,2023,2023-09,37.5407,-77.436
ORD-100712,2023-09-01,CUS-00511,Donald Lewis,Ballpoint Pens Pack 12,Office Supplies,Art,East,Maryland,Baltimore,17.59,2.7,3,0.1,14.4,Credit Card,Corporate,2023,2023-09,39.2904,-76.6122
ORD-104313,2023-09-02,CUS-00211,Timothy Sanchez,Filing Cabinet Metal,Furniture,Storage,Central,Indiana,Indianapolis,171.68,40.59,1,0.0,16.48,Debit Card,Home Office,2023,2023-09,39.7684,-86.1581
ORD-104210,2023-09-02,CUS-00430,Emily Torres,Smart Watch Series X,Technology,Phones,East,North Carolina,Charlotte,247.43,26.33,1,0.2,16.66,Debit Card,Consumer,2023,2023-09,35.2271,-80.8431
ORD-103712,2023-09-02,CUS-00420,Barbara Ramirez,Scissors Titanium,Office Supplies,Fasteners,Central,Michigan,Detroit,33.19,6.84,3,0.05,14.59,Credit Card,Consumer,2023,2023-09,42.3314,-83.0458
ORD-102496,2023-09-02,CUS-00112,Michael Garcia,Conference Table 8-Seat,Furniture,Tables,Central,Minnesota,Minneapolis,1224.78,293.72,1,0.0,35.65,Debit Card,Corporate,2023,2023-09,44.9778,-93.265
ORD-101963,2023-09-02,CUS-00089,Michael Nguyen,Ballpoint Pens Pack 12,Office Supplies,Art,Central,Texas,Austin,16.76,0.9,3,0.2,16.59,UPI,Consumer,2023,2023-09,30.2672,-97.7431
ORD-100511,2023-09-02,CUS-00602,Stephen Green,Laptop Pro 15-inch,Technology,Computers,East,North Carolina,Charlotte,2939.38,278.66,3,0.2,43.65,Online,Corporate,2023,2023-09,35.2271,-80.8431
ORD-100639,2023-09-03,CUS-00592,Mark Davis,Sofa Sectional Gray,Furniture,Furnishings,East,Pennsylvania,Pittsburgh,922.88,193.87,1,0.0,26.18,Debit Card,Home Office,2023,2023-09,40.4406,-79.9959
ORD-102637,2023-09-03,CUS-00072,Richard Brown,Wireless Charger Pad,Technology,Accessories,East,Florida,Miami,66.94,17.07,2,0.15,16.25,Credit Card,Consumer,2023,2023-09,25.7617,-80.1918
ORD-104618,2023-09-03,CUS-00482,Jennifer Lewis,Guest Chair Mesh,Furniture,Chairs,West,California,San Francisco,256.23,62.22,2,0.0,12.58,Online,Home Office,2023,2023-09,37.7749,-122.4194
ORD-103580,2023-09-03,CUS-00273,Betty Ramirez,USB-C Hub 7-in-1,Technology,Accessories,West,California,San Francisco,41.52,9.31,1,0.15,11.36,Cash,Consumer,2023,2023-09,37.7749,-122.4194
ORD-100864,2023-09-03,CUS-00536,Amy Hill,Executive Desk Oak,Furniture,Tables,Central,Missouri,Kansas City,2055.74,563.79,4,0.1,33.75,Debit Card,Corporate,2023,2023-09,39.0997,-94.5786
ORD-100046,2023-09-03,CUS-00540,Nancy Nelson,Whiteboard Markers Set,Office Supplies,Art,West,Arizona,Phoenix,29.92,8.54,3,0.0,13.21,Credit Card,Corporate,2023,2023-09,33.4484,-112.074
ORD-101451,2023-09-04,CUS-00040,Shirley Taylor,Desk Organizer Bamboo,Office Supplies,Storage,Central,Illinois,Chicago,70.03,19.45,2,0.0,16.45,Online,Home Office,2023,2023-09,41.8781,-87.6298
ORD-101126,2023-09-04,CUS-00248,Shirley Hill,Wireless Charger Pad,Technology,Accessories,West,Utah,Salt Lake City,109.19,34.46,3,0.1,13.86,Debit Card,Consumer,2023,2023-09,40.7608,-111.891
ORD-102000,2023-09-05,CUS-00677,Susan Flores,Guest Chair Mesh,Furniture,Chairs,East,Pennsylvania,Pittsburgh,103.35,11.24,1,0.25,15.13,Cash,Corporate,2023,2023-09,40.4406,-79.9959
ORD-103263,2023-09-06,CUS-00436,Stephanie Jones,Mechanical Keyboard RGB,Technology,Accessories,South,Louisiana,New Orleans,334.67,102.49,4,0.05,22.71,Credit Card,Consumer,2023,2023-09,29.9511,-90.0715
ORD-103671,2023-09-06,CUS-00675,Betty Evans,Ballpoint Pens Pack 12,Office Supplies,Art,East,New Jersey,Newark,13.98,2.14,2,0.0,13.07,Credit Card,Corporate,2023,2023-09,40.7357,-74.1724
ORD-104633,2023-09-06,CUS-00439,Michelle Campbell,Monitor 27-inch 4K,Technology,Computers,East,Virginia,Richmond,1190.4,204.57,3,0.05,27.71,Credit Card,Consumer,2023,2023-09,37.5407,-77.436
ORD-103861,2023-09-06,CUS-00657,Kenneth Clark,Printer Paper A4 Ream,Office Supplies,Paper,West,California,San Francisco,8.69,-0.27,1,0.0,11.95,Cash,Consumer,2023,2023-09,37.7749,-122.4194
ORD-103501,2023-09-06,CUS-00238,Barbara Jackson,Filing Cabinet Metal,Furniture,Storage,South,Kentucky,Louisville,136.17,25.6,1,0.1,16.33,Debit Card,Consumer,2023,2023-09,38.2527,-85.7585
ORD-104337,2023-09-06,CUS-00306,Karen Young,Laptop Pro 15-inch,Technology,Computers,West,Oregon,Portland,6335.05,611.98,6,0.2,61.49,Credit Card,Home Office,2023,2023-09,45.5152,-122.6784
ORD-103590,2023-09-06,CUS-00214,Joshua Diaz,External SSD 1TB,Technology,Accessories,South,Alabama,Birmingham,245.47,66.91,2,0.0,19.24,Online,Corporate,2023,2023-09,33.5207,-86.8025
ORD-100293,2023-09-06,CUS-00309,Ryan Scott,Wireless Charger Pad,Technology,Accessories,East,Virginia,Richmond,28.76,3.88,1,0.3,11.93,Online,Consumer,2023,2023-09,37.5407,-77.436
ORD-102388,2023-09-07,CUS-00604,Linda Turner,Bluetooth Headphones,Technology,Accessories,West,Colorado,Denver,421.49,95.86,3,0.1,15.15,Online,Consumer,2023,2023-09,39.7392,-104.9903
ORD-101925,2023-09-07,CUS-00614,William Williams,Standing Desk Adjustable,Furniture,Tables,Central,Texas,Austin,410.86,121.26,1,0.1,17.45,Debit Card,Home Office,2023,2023-09,30.2672,-97.7431
ORD-102451,2023-09-07,CUS-00656,Joseph Gonzalez,Desk Organizer Bamboo,Office Supplies,Storage,East,Pennsylvania,Pittsburgh,35.79,9.09,1,0.0,10.84,Online,Consumer,2023,2023-09,40.4406,-79.9959
ORD-100075,2023-09-07,CUS-00172,Nicholas Ramirez,Sticky Notes Assorted,Office Supplies,Labels,West,Oregon,Portland,11.54,0.2,2,0.0,15.92,Credit Card,Home Office,2023,2023-09,45.5152,-122.6784
ORD-101284,2023-09-07,CUS-00491,Carol Baker,Sofa Sectional Gray,Furniture,Furnishings,West,California,Sacramento,3962.3,617.98,5,0.15,45.69,UPI,Corporate,2023,2023-09,38.5816,-121.4944
ORD-102389,2023-09-07,CUS-00576,George White,Lounge Chair Leather,Furniture,Chairs,East,New York,New York City,2412.33,567.13,3,0.0,33.79,Online,Consumer,2023,2023-09,40.7128,-74.006
ORD-100498,2023-09-08,CUS-00175,Ashley Turner,Executive Desk Oak,Furniture,Tables,Central,Missouri,Kansas City,508.08,123.92,1,0.15,23.38,Cash,Corporate,2023,2023-09,39.0997,-94.5786
ORD-100288,2023-09-08,CUS-00267,Elizabeth Hernandez,Scissors Titanium,Office Supplies,Fasteners,West,California,San Francisco,46.12,8.39,4,0.1,20.82,Online,Consumer,2023,2023-09,37.7749,-122.4194
ORD-101541,2023-09-08,CUS-00075,Laura Rodriguez,Guest Chair Mesh,Furniture,Chairs,Central,Texas,Houston,114.9,19.61,1,0.1,16.2,Online,Consumer,2023,2023-09,29.7604,-95.3698
ORD-100185,2023-09-08,CUS-00550,Daniel Turner,Toner Cartridge Black,Office Supplies,Appliances,East,Virginia,Richmond,113.64,13.25,2,0.2,17.35,Online,Corporate,2023,2023-09,37.5407,-77.436
ORD-104150,2023-09-08,CUS-00334,Sharon Miller,Whiteboard Markers Set,Office Supplies,Art,West,Colorado,Denver,51.78,10.26,6,0.1,29.87,Cash,Corporate,2023,2023-09,39.7392,-104.9903
ORD-103972,2023-09-08,CUS-00031,Ronald Adams,Guest Chair Mesh,Furniture,Chairs,East,North Carolina,Charlotte,233.54,40.72,2,0.15,17.12,Credit Card,Consumer,2023,2023-09,35.2271,-80.8431
ORD-101082,2023-09-09,CUS-00440,William Brown,Desk Organizer Bamboo,Office Supplies,Storage,East,Georgia,Atlanta,69.02,19.01,2,0.0,16.67,Debit Card,Consumer,2023,2023-09,33.749,-84.388
ORD-100448,2023-09-09,CUS-00374,Brenda Lee,Sofa Sectional Gray,Furniture,Furnishings,East,Maryland,Baltimore,641.22,52.24,1,0.3,33.95,Online,Home Office,2023,2023-09,39.2904,-76.6122
ORD-103463,2023-09-09,CUS-00790,James Wright,Stapler Heavy Duty,Office Supplies,Fasteners,Central,Ohio,Cleveland,38.4,9.3,3,0.1,12.93,Credit Card,Corporate,2023,2023-09,41.4993,-81.6944
ORD-102519,2023-09-09,CUS-00816,William Allen,Toner Cartridge Black,Office Supplies,Appliances,West,Colorado,Denver,64.65,9.37,1,0.1,12.03,Cash,Corporate,2023,2023-09,39.7392,-104.9903
ORD-100520,2023-09-09,CUS-00203,Michael Thompson,Desk Organizer Bamboo,Office Supplies,Storage,West,California,Los Angeles,68.53,20.73,2,0.0,11.25,Debit Card,Consumer,2023,2023-09,34.0522,-118.2437
ORD-102644,2023-09-09,CUS-00531,Margaret Turner,Lounge Chair Leather,Furniture,Chairs,West,Arizona,Phoenix,568.09,-59.86,1,0.25,25.76,Credit Card,Consumer,2023,2023-09,33.4484,-112.074
ORD-103777,2023-09-09,CUS-00617,Joshua Walker,Executive Desk Oak,Furniture,Tables,West,Oregon,Portland,1399.61,323.69,3,0.2,34.9,Online,Consumer,2023,2023-09,45.5152,-122.6784
ORD-102797,2023-09-09,CUS-00828,Paul Miller,Office Chair Ergonomic,Furniture,Chairs,Central,Ohio,Columbus,423.37,85.28,2,0.15,22.47,Credit Card,Consumer,2023,2023-09,39.9612,-82.9988
ORD-104344,2023-09-09,CUS-00045,Kimberly Allen,Smartphone Case Premium,Technology,Phones,West,Nevada,Las Vegas,18.66,4.43,1,0.2,9.74,Credit Card,Corporate,2023,2023-09,36.1699,-115.1398
ORD-103379,2023-09-09,CUS-00400,David Walker,Envelopes Box 100,Office Supplies,Envelopes,West,California,San Francisco,23.5,5.06,2,0.0,13.06,Credit Card,Consumer,2023,2023-09,37.7749,-122.4194
ORD-104904,2023-09-09,CUS-00208,Joseph Roberts,Lounge Chair Leather,Furniture,Chairs,West,Oregon,Portland,1862.08,286.09,3,0.2,33.85,Debit Card,Corporate,2023,2023-09,45.5152,-122.6784
ORD-103814,2023-09-10,CUS-00605,Karen Martin,Monitor 27-inch 4K,Technology,Computers,West,California,San Francisco,1706.42,264.48,4,0.1,24.42,Online,Consumer,2023,2023-09,37.7749,-122.4194
ORD-100602,2023-09-10,CUS-00228,Ashley Carter,Wireless Charger Pad,Technology,Accessories,Central,Texas,Austin,56.39,-12.12,2,0.25,12.61,Online,Consumer,2023,2023-09,30.2672,-97.7431
ORD-102904,2023-09-10,CUS-00698,Matthew Lopez,Bluetooth Headphones,Technology,Accessories,Central,Illinois,Springfield,251.63,45.06,2,0.2,15.04,Credit Card,Corporate,2023,2023-09,39.7817,-89.6501
ORD-102882,2023-09-10,CUS-00286,Jeffrey Moore,Scissors Titanium,Office Supplies,Fasteners,West,Arizona,Phoenix,9.94,-1.18,1,0.15,12.46,Cash,Consumer,2023,2023-09,33.4484,-112.074
ORD-103703,2023-09-11,CUS-00576,George White,Bookshelf 5-Tier,Furniture,Bookcases,Central,Michigan,Detroit,604.83,173.65,3,0.0,22.27,Debit Card,Consumer,2023,2023-09,42.3314,-83.0458
ORD-104667,2023-09-11,CUS-00089,Michael Nguyen,Bookshelf 5-Tier,Furniture,Bookcases,Central,Wisconsin,Milwaukee,795.82,197.27,5,0.1,27.55,Cash,Consumer,2023,2023-09,43.0389,-87.9065
ORD-100358,2023-09-11,CUS-00171,Jeffrey Flores,Sticky Notes Assorted,Office Supplies,Labels,East,Virginia,Richmond,21.63,2.69,4,0.1,20.73,Cash,Corporate,2023,2023-09,37.5407,-77.436
ORD-103992,2023-09-12,CUS-00807,Sandra Wilson,Toner Cartridge Black,Office Supplies,Appliances,West,Colorado,Denver,63.07,9.85,1,0.05,13.31,Cash,Home Office,2023,2023-09,39.7392,-104.9903
ORD-104917,2023-09-12,CUS-00367,Mark Parker,Webcam HD 1080p,Technology,Accessories,West,Washington,Seattle,76.27,20.08,1,0.05,10.19,Online,Corporate,2023,2023-09,47.6062,-122.3321
ORD-101299,2023-09-13,CUS-00088,Linda Mitchell,Desk Organizer Bamboo,Office Supplies,Storage,East,Massachusetts,Boston,26.11,3.5,1,0.25,9.4,Credit Card,Consumer,2023,2023-09,42.3601,-71.0589
ORD-102602,2023-09-13,CUS-00264,Richard Carter,Printer Paper A4 Ream,Office Supplies,Paper,Central,Ohio,Cleveland,24.98,5.18,3,0.0,17.31,Online,Consumer,2023,2023-09,41.4993,-81.6944
ORD-100964,2023-09-13,CUS-00126,Kevin Gomez,Smart Watch Series X,Technology,Phones,South,Kentucky,Louisville,852.95,170.52,3,0.0,24.57,Debit Card,Home Office,2023,2023-09,38.2527,-85.7585
ORD-104458,2023-09-13,CUS-00069,Edward Gonzalez,Conference Table 8-Seat,Furniture,Tables,West,Utah,Salt Lake City,4428.7,917.09,4,0.1,36.95,Online,Consumer,2023,2023-09,40.7608,-111.891
ORD-103818,2023-09-13,CUS-00300,Thomas Jackson,Wireless Mouse Ergonomic,Technology,Accessories,West,Arizona,Phoenix,26.68,5.71,1,0.1,12.65,UPI,Consumer,2023,2023-09,33.4484,-112.074
ORD-100237,2023-09-13,CUS-00579,Elizabeth Torres,Mechanical Keyboard RGB,Technology,Accessories,Central,Missouri,Kansas City,90.23,26.9,1,0.0,13.36,UPI,Consumer,2023,2023-09,39.0997,-94.5786
ORD-101239,2023-09-14,CUS-00458,Robert Lee,Ballpoint Pens Pack 12,Office Supplies,Art,East,Florida,Miami,6.84,-0.76,1,0.0,11.54,Credit Card,Consumer,2023,2023-09,25.7617,-80.1918
ORD-103251,2023-09-14,CUS-00304,Barbara Anderson,Coffee Table Glass,Furniture,Tables,South,Alabama,Birmingham,665.66,131.33,3,0.2,24.17,Debit Card,Home Office,2023,2023-09,33.5207,-86.8025
ORD-100996,2023-09-14,CUS-00816,William Allen,Desk Organizer Bamboo,Office Supplies,Storage,Central,Minnesota,Minneapolis,69.88,9.99,3,0.3,19.37,UPI,Corporate,2023,2023-09,44.9778,-93.265
ORD-101203,2023-09-14,CUS-00247,Kathleen Moore,Coffee Table Glass,Furniture,Tables,Central,Missouri,Kansas City,830.79,131.72,4,0.3,27.19,Debit Card,Corporate,2023,2023-09,39.0997,-94.5786
ORD-100264,2023-09-14,CUS-00601,Brian Rodriguez,Bluetooth Headphones,Technology,Accessories,South,Kentucky,Louisville,631.92,167.91,4,0.0,25.78,Credit Card,Home Office,2023,2023-09,38.2527,-85.7585
ORD-104360,2023-09-15,CUS-00110,Carol Wilson,Executive Desk Oak,Furniture,Tables,Central,Minnesota,Minneapolis,2345.41,692.05,4,0.05,33.06,Credit Card,Corporate,2023,2023-09,44.9778,-93.265
ORD-103309,2023-09-15,CUS-00831,Amanda Scott,Guest Chair Mesh,Furniture,Chairs,Central,Minnesota,Minneapolis,360.83,78.75,3,0.05,22.43,Online,Consumer,2023,2023-09,44.9778,-93.265
ORD-104619,2023-09-15,CUS-00165,Susan Roberts,External SSD 1TB,Technology,Accessories,East,Florida,Miami,379.37,106.56,3,0.0,20.73,Credit Card,Consumer,2023,2023-09,25.7617,-80.1918
ORD-101610,2023-09-15,CUS-00663,Carol Wright,Coffee Table Glass,Furniture,Tables,East,Maryland,Baltimore,968.91,235.02,4,0.1,20.59,Online,Consumer,2023,2023-09,39.2904,-76.6122
ORD-104144,2023-09-15,CUS-00138,Kenneth Ramirez,Laptop Pro 15-inch,Technology,Computers,East,Virginia,Richmond,5278.39,936.28,4,0.0,39.52,Online,Corporate,2023,2023-09,37.5407,-77.436
ORD-104447,2023-09-15,CUS-00272,Kimberly Gomez,Office Chair Ergonomic,Furniture,Chairs,South,Kentucky,Louisville,214.04,37.2,1,0.2,16.01,Credit Card,Corporate,2023,2023-09,38.2527,-85.7585
ORD-102963,2023-09-15,CUS-00245,Kenneth Davis,Conference Table 8-Seat,Furniture,Tables,East,New York,New York City,1139.29,202.57,1,0.15,39.69,Credit Card,Corporate,2023,2023-09,40.7128,-74.006
ORD-100686,2023-09-16,CUS-00817,Brian Brown,Wireless Charger Pad,Technology,Accessories,South,Alabama,Birmingham,96.68,25.3,3,0.2,16.1,Debit Card,Consumer,2023,2023-09,33.5207,-86.8025
ORD-102102,2023-09-16,CUS-00837,Amy Martinez,External SSD 1TB,Technology,Accessories,Central,Texas,Houston,107.39,22.52,1,0.1,15.43,Online,Consumer,2023,2023-09,29.7604,-95.3698
ORD-103070,2023-09-16,CUS-00489,Christopher White,Stapler Heavy Duty,Office Supplies,Fasteners,West,California,Sacramento,55.38,16.62,4,0.0,15.8,Online,Consumer,2023,2023-09,38.5816,-121.4944
ORD-104889,2023-09-16,CUS-00013,Richard Thompson,Executive Desk Oak,Furniture,Tables,Central,Illinois,Chicago,450.1,89.32,1,0.25,27.72,Online,Home Office,2023,2023-09,41.8781,-87.6298
ORD-100982,2023-09-16,CUS-00267,Elizabeth Hernandez,Webcam HD 1080p,Technology,Accessories,East,Massachusetts,Boston,316.82,95.9,4,0.0,24.73,Credit Card,Consumer,2023,2023-09,42.3601,-71.0589
ORD-100202,2023-09-16,CUS-00522,Charles Turner,Sofa Sectional Gray,Furniture,Furnishings,South,Oklahoma,Oklahoma City,845.4,174.82,1,0.0,31.91,UPI,Consumer,2023,2023-09,35.4676,-97.5164
ORD-100965,2023-09-17,CUS-00498,Kevin Evans,Toner Cartridge Black,Office Supplies,Appliances,South,South Carolina,Charleston,349.35,80.96,5,0.0,18.21,Debit Card,Consumer,2023,2023-09,32.7765,-79.9311
ORD-103068,2023-09-17,CUS-00819,Ronald Roberts,Webcam HD 1080p,Technology,Accessories,West,California,San Diego,347.38,72.67,6,0.25,20.66,Cash,Consumer,2023,2023-09,32.7157,-117.1611
ORD-104303,2023-09-17,CUS-00512,Laura Anderson,Binders Pack of 5,Office Supplies,Binders,East,Pennsylvania,Philadelphia,40.49,11.96,3,0.0,14.41,Online,Corporate,2023,2023-09,39.9526,-75.1652
ORD-103313,2023-09-17,CUS-00794,Sharon Phillips,External SSD 1TB,Technology,Accessories,East,New Jersey,Newark,235.24,64.79,2,0.0,16.51,Debit Card,Home Office,2023,2023-09,40.7357,-74.1724
ORD-100795,2023-09-17,CUS-00680,Michael Miller,Mechanical Keyboard RGB,Technology,Accessories,South,Tennessee,Nashville,508.28,149.83,6,0.1,22.11,Debit Card,Consumer,2023,2023-09,36.1627,-86.7816
ORD-104806,2023-09-17,CUS-00393,James Moore,Guest Chair Mesh,Furniture,Chairs,West,California,Sacramento,126.01,26.23,1,0.05,11.46,Cash,Home Office,2023,2023-09,38.5816,-121.4944
ORD-104028,2023-09-17,CUS-00027,Linda Anderson,Bookshelf 5-Tier,Furniture,Bookcases,Central,Texas,Austin,327.2,79.1,2,0.1,17.05,Credit Card,Home Office,2023,2023-09,30.2672,-97.7431
ORD-104102,2023-09-17,CUS-00774,Melissa Lee,Mechanical Keyboard RGB,Technology,Accessories,Central,Ohio,Cleveland,84.94,21.41,1,0.1,14.06,Debit Card,Consumer,2023,2023-09,41.4993,-81.6944
ORD-102992,2023-09-18,CUS-00133,David Roberts,Scissors Titanium,Office Supplies,Fasteners,West,California,Sacramento,10.46,-0.27,1,0.1,10.93,Credit Card,Consumer,2023,2023-09,38.5816,-121.4944
ORD-101607,2023-09-18,CUS-00319,Deborah Anderson,Scissors Titanium,Office Supplies,Fasteners,West,California,Sacramento,12.91,1.64,1,0.0,9.34,Cash,Home Office,2023,2023-09,38.5816,-121.4944
ORD-104181,2023-09-18,CUS-00167,Eric Robinson,Smart Watch Series X,Technology,Phones,Central,Ohio,Columbus,536.99,72.98,2,0.15,21.62,Debit Card,Consumer,2023,2023-09,39.9612,-82.9988
ORD-103007,2023-09-18,CUS-00571,Emily Green,Smart Watch Series X,Technology,Phones,East,New Jersey,Newark,298.78,50.67,1,0.05,17.43,Debit Card,Home Office,2023,2023-09,40.7357,-74.1724
ORD-104774,2023-09-18,CUS-00663,Carol Wright,USB-C Hub 7-in-1,Technology,Accessories,West,California,Sacramento,228.7,58.25,6,0.2,29.61,Cash,Consumer,2023,2023-09,38.5816,-121.4944
ORD-102485,2023-09-18,CUS-00509,Lisa Campbell,Mechanical Keyboard RGB,Technology,Accessories,West,California,Los Angeles,87.04,21.9,1,0.1,14.53,Cash,Consumer,2023,2023-09,34.0522,-118.2437
ORD-103541,2023-09-18,CUS-00674,Steven Mitchell,Sofa Sectional Gray,Furniture,Furnishings,East,Virginia,Richmond,9230.04,2014.47,10,0.0,46.12,Debit Card,Consumer,2023,2023-09,37.5407,-77.436
ORD-103160,2023-09-19,CUS-00157,Kevin Garcia,Binders Pack of 5,Office Supplies,Binders,South,Oklahoma,Oklahoma City,11.2,0.03,1,0.1,12.06,Debit Card,Corporate,2023,2023-09,35.4676,-97.5164
ORD-105072,2023-09-19,CUS-00585,Laura Wilson,Binders Pack of 5,Office Supplies,Binders,West,Utah,Salt Lake City,41.6,10.8,3,0.0,19.06,UPI,Home Office,2023,2023-09,40.7608,-111.891
ORD-102783,2023-09-19,CUS-00394,Charles Rodriguez,Coffee Table Glass,Furniture,Tables,Central,Ohio,Cleveland,1007.39,244.66,4,0.1,20.53,Debit Card,Corporate,2023,2023-09,41.4993,-81.6944
ORD-105145,2023-09-19,CUS-00798,William White,Filing Cabinet Metal,Furniture,Storage,West,Washington,Seattle,1495.23,388.5,10,0.0,43.46,Credit Card,Home Office,2023,2023-09,47.6062,-122.3321
ORD-103078,2023-09-19,CUS-00842,Joshua Smith,Binders Pack of 5,Office Supplies,Binders,East,Florida,Orlando,35.88,8.48,3,0.0,18.82,Credit Card,Home Office,2023,2023-09,28.5383,-81.3792
ORD-101589,2023-09-19,CUS-00041,Mary Baker,Lounge Chair Leather,Furniture,Chairs,Central,Texas,Austin,1371.97,294.11,2,0.05,22.06,Credit Card,Corporate,2023,2023-09,30.2672,-97.7431
ORD-103588,2023-09-20,CUS-00816,William Allen,Binders Pack of 5,Office Supplies,Binders,East,Massachusetts,Boston,21.09,3.66,2,0.15,11.24,Credit Card,Corporate,2023,2023-09,42.3601,-71.0589
ORD-101067,2023-09-20,CUS-00334,Sharon Miller,Bluetooth Headphones,Technology,Accessories,West,California,Los Angeles,985.63,203.08,8,0.15,39.3,UPI,Corporate,2023,2023-09,34.0522,-118.2437
ORD-102885,2023-09-20,CUS-00511,Donald Lewis,Binders Pack of 5,Office Supplies,Binders,Central,Indiana,Indianapolis,11.41,-0.19,1,0.1,12.94,Online,Corporate,2023,2023-09,39.7684,-86.1581
